Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Occupancy,Proposed Occupancy,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Last Permit Activity Date,Application Submission Method,ADU,Primary Address Flag,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Point Source,Record ID,data_as_of,data_loaded_at
201405236625,8,otc alterations permit,05/23/2014,0872,007,1998,,Market,St,,,#302- master bed & bath remodel. new bldg #20101217106. n/a ordinance #155-13.,filed,05/23/2014 12:03:18 PM,05/23/2014 12:03:18 PM,,,,,,9,,,50000,56400,vacant lot,0,apartments,114,2,,NA,"R-2,M",,,1,constr type 1,,07/31/2014 12:00:00 AM,in-house,N,Y,8,Hayes Valley,94102,POINT (-122.42634 37.769875),eas_address_point,1343038388168,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201806262983,8,otc alterations permit,06/26/2018,0708,021,1489,,Webster,St,,,9th flr unit #907 - interior remodel of apt. install wall to add bedroom. remodel kitchen & bath. no addition of plm fixtures. no change to exits or occupied area  maher na,complete,08/23/2018 11:03:22 AM,06/26/2018 12:04:58 PM,06/29/2018 12:45:37 PM,08/23/2018 11:03:22 AM,,,14,14,,,30000,30000,apartments,156,apartments,156,2,,"R-2,M,B","R-2,M,B",1,constr type 1,1,constr type 1,,06/29/2018 12:42:05 PM,in-house,N,Y,5,Western Addition,94115,POINT (-122.43201 37.783894),eas_address_point,151346079983,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201402118323,8,otc alterations permit,02/11/2014,6529,040,3418,,26th,St,1,,"rev. to pa# 200706204573-s3- relocation of bicycle racks in garage, show rear storage shed on north elevation, show new solid parapet @ top of entry stairs on south & west elevation.",complete,06/30/2014 12:00:00 AM,02/11/2014 02:26:31 PM,02/21/2014 03:47:27 PM,06/30/2014 12:00:00 AM,,,,5,,,1000,1000,vacant lot,0,apartments,11,2,,NA,R-2,,,5,wood frame (5),,02/21/2014 03:38:53 PM,in-house,N,Y,9,Mission,94110,POINT (-122.418976 37.749115),eas_address_point,1332403496615,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201806273092,8,otc alterations permit,06/27/2018,0230,028,1,,Embarcadero Center,,,,"14th flr - ti demo, new partitions & millwork, (m.e.p. under separate permit) maher na",complete,10/09/2018 07:29:49 AM,06/27/2018 09:12:39 AM,07/02/2018 09:59:48 AM,10/09/2018 07:29:49 AM,,,40,40,,,19000,19000,office,,office,,2,,"B,M,S-2","B,M,S-2",1,constr type 1,1,constr type 1,,07/02/2018 09:44:52 AM,in-house,N,Y,3,Financial District/South Beach,94126,POINT (-122.399644348 37.794642879),parcel_centroid,151361363347,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201806293323,8,otc alterations permit,06/29/2018,3533,010,286,,Valencia,St,,,remove fire sprinkler head from elevator equip as per sffd as 2:01  maher na,complete,08/08/2018 09:26:04 AM,06/29/2018 07:36:07 AM,06/29/2018 08:56:56 AM,08/08/2018 09:26:04 AM,,,5,5,,Y,1,200,apartments,36,apartments,36,2,,"R-2,A-2","R-2,A-2",5,wood frame (5),5,wood frame (5),,06/29/2018 08:54:24 AM,in-house,N,Y,9,Mission,94103,POINT (-122.42253 37.768303),eas_address_point,1513941381413,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201806283209,8,otc alterations permit,06/28/2018,0262,013,255,,California,St,,,9th fl fire alarm ti: install (2) ceiling mount strobe; (21) ceiling mount speaker strobes; (2) smoke detector & base; (2) duct detectors with sampling tubes; (3) control relay modules. ref ti #201805038073. maher na,complete,08/27/2018 10:03:43 AM,06/28/2018 08:29:04 AM,06/28/2018 12:01:16 PM,08/27/2018 10:03:43 AM,,,16,16,,Y,15000,15000,office,0,office,0,2,,B,B,1,constr type 1,1,constr type 1,,06/28/2018 11:56:28 AM,in-house,N,Y,3,Financial District/South Beach,94111,POINT (-122.399666 37.793118),eas_address_point,151379266077,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201806273115,8,otc alterations permit,06/27/2018,0826,018,949,,Fell,St,,,"installation of a new fa system with sprinkler monitoring system, 1 facu, 1 wireless fa radio communicator, 2 manual pulls, 6 smk det, 56 lf horns,  and 3 monitor modules ref 201603141985, ref fire sprinklers 201802050413 maher na",issued,07/03/2018 02:03:09 PM,06/27/2018 10:24:11 AM,07/03/2018 02:03:09 PM,,,,3,3,,Y,10000,38307,apartments,12,apartments,12,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,07/03/2018 01:57:37 PM,in-house,N,Y,5,Hayes Valley,94117,POINT (-122.43337 37.774315),eas_address_point,1513648237424,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201403130646,8,otc alterations permit,03/13/2014,3729,004,230,,08th,St,,,"remove existing walls and fixture, restore original windows, construct new walls, build ada restrooms and install new finishes. na ordinance #155-13",complete,04/30/2014 01:47:39 PM,03/13/2014 10:30:30 AM,03/14/2014 04:17:32 PM,04/30/2014 01:47:39 PM,,,2,2,,,20000,20000,office,0,office,0,2,,"B,S-1","B,S-1",1,constr type 1,1,constr type 1,,03/14/2014 04:07:03 PM,in-house,N,Y,6,South of Market,94103,POINT (-122.41119 37.775482),eas_address_point,1335322165163,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201403049786,8,otc alterations permit,03/04/2014,3727,001,112,,07th,St,,,provide details of structure for accomodate site condition. revision to pa# 201307010920. na compliance #155-13.,issued,03/05/2014 10:35:44 AM,03/04/2014 10:08:37 AM,03/05/2014 10:35:44 AM,,,,5,5,,,4000,10000,tourist hotel/motel,155,tourist hotel/motel,155,2,,"R-1,A-2,B","R-1,A-2,B",3,constr type 3,3,constr type 3,,03/05/2014 10:32:30 AM,in-house,N,Y,6,South of Market,94103,POINT (-122.41077 37.7789),eas_address_point,1334258249170,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201401176568,8,otc alterations permit,01/17/2014,6684,022,233,,Laidley,St,,,"rev; to pa#201208107050 foundation revision, lower grade beam at property line, provide shotcrete at retaining walls, provide lagging at property line.",complete,12/10/2014 01:48:52 PM,01/17/2014 12:24:51 PM,01/21/2014 01:37:46 PM,12/10/2014 01:48:52 PM,,,,4,,,5000,5000,vacant lot,,1 family dwelling,1,2,,NA,R-3,,,5,wood frame (5),,01/21/2014 01:34:02 PM,in-house,N,Y,8,Glen Park,94131,POINT (-122.42779 37.738308),eas_address_point,1330110210544,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201807033593,8,otc alterations permit,07/03/2018,0287,012,270,,Sutter,St,,,underpinning of (e) 5-story brick building. maher na,complete,02/03/2021 02:59:31 PM,07/03/2018 07:57:19 AM,10/05/2018 02:02:17 PM,02/03/2021 02:59:31 PM,,,5,5,,,40000,150000,office,0,office,0,2,,B,B,3,constr type 3,3,constr type 3,,10/05/2018 01:41:17 PM,in-house,N,,3,Financial District/South Beach,94108,POINT (-122.405 37.78986),eas_address_point,1514326358799,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201807124354,8,otc alterations permit,07/12/2018,3543,011,2175,,Market,St,,,add 5 new a/s for new bathrooms  maher na,issued,07/12/2018 09:11:02 AM,07/12/2018 07:32:37 AM,07/12/2018 09:11:02 AM,,,,6,6,,Y,2990,2990,clinics-medic/dental,88,clinics-medic/dental,88,2,,"B,A-2,M,R-2","B,A-2,R-2,M",1,constr type 1,1,constr type 1,,07/12/2018 09:05:40 AM,in-house,N,Y,8,Castro/Upper Market,94114,POINT (-122.42986 37.766502),eas_address_point,1515401157596,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201403070140,8,otc alterations permit,03/07/2014,0235,022,50,,California,St,,,"26/f: install (17) speaker/strobe, (11) duct detectors, (7) smoke detectors, (2) manual pull stations, (4) door holders, (2) control relays, (17) accessory relays, (11) dual input monitor module, (1) strobe power supply, (1) control module. na ordinance #155-13",issued,03/07/2014 09:49:40 AM,03/07/2014 08:54:13 AM,03/07/2014 09:49:40 AM,,,,37,37,,Y,20000,20000,office,0,office,0,2,,B,B,1,constr type 1,1,constr type 1,,03/07/2014 09:46:17 AM,in-house,N,Y,3,Financial District/South Beach,94111,POINT (-122.39735 37.794052),eas_address_point,133469563364,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201807164654,8,otc alterations permit,07/16/2018,3708,096,55,,02nd,St,0,,"spec suite 1925 on 19th fl: ti includes building new non-structural partitions. all new or revised hvac, electrical, plumbing, and life safety work will be design build under separate permit. building is ""fully sprinklered"". maher na",complete,11/07/2018 08:46:59 AM,07/16/2018 01:14:25 PM,07/23/2018 10:44:45 AM,11/07/2018 08:46:59 AM,,,26,26,,,384692,384692,office,0,office,0,2,,B,B,1,constr type 1,1,constr type 1,,07/23/2018 10:37:59 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.40042 37.788788),eas_address_point,1515837394477,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201807104151,8,otc alterations permit,07/10/2018,3709,019,50,,Fremont,St,,,14th flr fa ti - add 6 ceiling speakers. relocate 8 (e) speakers/strobes and relocate 1 speaker. ref 201712287523. maher na,complete,08/27/2018 10:05:22 AM,07/10/2018 12:46:09 PM,07/27/2018 12:41:48 PM,08/27/2018 10:05:22 AM,,,42,42,,Y,,6000,office,,office,,2,,"B,A-2,M","B,A-2,M",1,constr type 1,1,constr type 1,,07/27/2018 12:38:21 PM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.39736 37.790306),eas_address_point,1515108164581,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201807114282,8,otc alterations permit,07/11/2018,3707,016,90,,New Montgomery,St,,,"suite 1400: fire alarm ti: modify existing fire alarm system, add 1 power supply, add 9 ceiling speaker/strobes. ref bpa #201804196756. maher na",complete,07/31/2018 09:58:22 AM,07/11/2018 11:25:42 AM,07/12/2018 09:38:25 AM,07/31/2018 09:58:22 AM,,,16,16,,Y,10346,10346,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,07/12/2018 09:35:40 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.40093 37.787422),eas_address_point,1515296164483,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201806262973,8,otc alterations permit,06/26/2018,3808,015,100,,Hooper,St,,,"approved pre app letters for accessible lift rev. to 201805048216- was not signed when submitted- all details on first plan. maher na 2 way communication, fire alarm and sprinklesr separate permits",filed,06/26/2018 11:42:21 AM,06/26/2018 11:42:21 AM,,,,,4,4,,,1,1,office,,office,,2,,"B,M,S-2,F-2","B,M,S-2,F-2",1,constr type 1,1,constr type 1,,06/27/2018 12:27:48 PM,in-house,N,Y,6,Mission Bay,94107,POINT (-122.39859 37.768967),eas_address_point,1513450506103,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201806263031,8,otc alterations permit,06/26/2018,0328,003,77,,Ofarrell,St,0,,ul300 fire system  maher na,complete,08/14/2018 09:05:21 AM,06/26/2018 02:38:17 PM,06/27/2018 02:40:09 PM,08/14/2018 09:05:21 AM,,,6,6,,Y,3000,3000,food/beverage hndlng,,food/beverage hndlng,,2,,"B,M,A-2","B,M,A-2",3,constr type 3,3,constr type 3,,06/27/2018 02:34:43 PM,in-house,N,Y,3,Financial District/South Beach,94108,POINT (-122.40609 37.786304),eas_address_point,1513523300847,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201402279512,8,otc alterations permit,02/27/2014,3543,011,2175,,Market,St,,,"tie in new underground 6"" fire service piping to 6 story building from city 6"" main on 15th st.",complete,09/16/2015 03:33:10 PM,02/27/2014 02:14:55 PM,02/27/2014 03:57:59 PM,09/16/2015 03:33:10 PM,,,,6,,Y,10000,10000,vacant lot,0,apartments,88,2,,NA,"R-2,A-2,M,S-2",,,1,constr type 1,,02/27/2014 03:43:52 PM,in-house,N,Y,8,Castro/Upper Market,94114,POINT (-122.42986 37.766502),eas_address_point,1333885157596,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201807033595,8,otc alterations permit,07/03/2018,0287,010,250,,Sutter,St,,,underpinning of (e) 6-story brick building. maher na,complete,02/03/2021 02:58:56 PM,07/03/2018 08:02:37 AM,10/05/2018 02:01:51 PM,02/03/2021 02:58:56 PM,,,6,6,,,18000,50000,office,0,office,0,2,,"B,M","B,M",1,constr type 1,1,constr type 1,,10/05/2018 01:57:53 PM,in-house,N,,3,Financial District/South Beach,94108,POINT (-122.404816 37.78999),eas_address_point,151433367008,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201806273080,8,otc alterations permit,06/27/2018,3720,009,415,,Mission,St,,,"50th flr - mechanical work for ti. new exhaust fans, new fsd, low pressure duct work. ref 201804307753  maher na",expired,01/11/2022 10:20:09 AM,06/27/2018 08:16:14 AM,06/27/2018 11:56:44 AM,,,,67,67,,,3000,150000,office,,office,,2,,"B,M,S-2","B,M,S-2",1,constr type 1,1,constr type 1,,06/27/2018 11:53:51 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.397095 37.789936),eas_address_point,1513588495332,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201805098634,8,otc alterations permit,05/09/2018,3721,119,500,,Howard,St,0,,1st floor - fire sprinkler permi install 10 pendents & delete 1  ref 201804116032 maher na,complete,06/14/2018 04:49:48 PM,05/09/2018 10:51:43 AM,05/16/2018 12:43:55 PM,06/14/2018 04:49:48 PM,,,10,10,,Y,6000,6000,office,,office,,2,,"B,A-2","B,A-2",1,constr type 1,1,constr type 1,,05/16/2018 12:40:51 PM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.39669 37.788433),eas_address_point,1507428480621,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201802151333,8,otc alterations permit,02/15/2018,3808,015,100,,Hooper,St,,,1st & 2nd flr - mep to support ti 201712186744  maher na,issued,02/15/2018 03:15:26 PM,02/15/2018 07:45:47 AM,02/15/2018 03:15:26 PM,,,,4,4,,,1429345,1500000,office,,office,,2,,"B,M,S-2","B,M,S-2",1,constr type 1,1,constr type 1,,02/15/2018 03:12:39 PM,in-house,N,Y,6,Mission Bay,94107,POINT (-122.39859 37.768967),eas_address_point,1497237506103,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201803163808,8,otc alterations permit,03/16/2018,3708,043,595,,Market,St,,,electrical plans only t-24 interior/exterior (e). r&r (e) lighting throughout  maher na,filed,03/16/2018 07:57:26 AM,03/16/2018 07:57:26 AM,,,,,31,31,,,9000,9000,lending institution,,lending institution,,2,,B,B,1,constr type 1,1,constr type 1,,03/16/2018 08:52:50 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.40095 37.789345),eas_address_point,1500673164531,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201803274696,8,otc alterations permit,03/27/2018,0622,003,1623,,Polk,St,,,"to comply with nov 201843781, removal of wooden partition of 6.6 ft eight around 2 massage chairs.  maher na",complete,05/23/2018 01:44:59 PM,03/27/2018 10:46:10 AM,04/04/2018 10:49:51 AM,05/23/2018 01:44:59 PM,,,4,4,,,1,1000,massage parlor,41,massage parlor,41,2,,"R-2,B,M","R-2,B,M",3,constr type 3,3,constr type 3,,04/04/2018 10:31:21 AM,in-house,N,Y,3,Nob Hill,94109,POINT (-122.42127 37.79185),eas_address_point,1501930271718,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201802080722,8,otc alterations permit,02/08/2018,0176,005,809,,Montgomery,St,0,,voluntary steel frames upgrades per patrick buscovich engineer's drawing. maher na,issued,02/08/2018 10:25:44 AM,02/08/2018 08:32:48 AM,02/08/2018 10:25:44 AM,,,,3,3,,,135880,135880,office,0,office,0,2,,B,B,3,constr type 3,3,constr type 3,,02/08/2018 10:21:59 AM,in-house,N,Y,3,Chinatown,94133,POINT (-122.40386 37.796738),eas_address_point,1496404295660,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201804307753,8,otc alterations permit,04/30/2018,3720,009,415,,Mission,St,,,"50th flr - ti, bld new non structural partitions; meps, sprinklers and fire alarm under sep permit. bld is fully sprinklered maher na",issued,06/05/2018 08:48:33 AM,04/30/2018 11:17:58 AM,06/05/2018 08:48:33 AM,,,,63,63,,,680000,680000,office,,office,,2,,"B,M,S-2","B,M,S-2",1,constr type 1,1,constr type 1,,06/05/2018 08:43:24 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.397095 37.789936),eas_address_point,1506188495332,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201804126214,8,otc alterations permit,04/12/2018,3719,450,181,,Fremont,St,,PARCEL A,39th flr - installation of fire pits revision to 201305015894 s8 residential addenda.  maher na,complete,11/14/2018 09:05:20 AM,04/12/2018 12:24:43 PM,07/27/2018 08:58:41 AM,11/14/2018 09:05:20 AM,,,55,55,,,10000,15000,apartments,74,apartments,74,2,,"R-2,B,M","R-2,B,M",1,constr type 1,1,constr type 1,,07/27/2018 08:54:16 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.39535 37.789593),eas_address_point,1504087510886,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201803052770,8,otc alterations permit,03/05/2018,0231,023,2,,Embarcadero Center,,,,"4th flr - fire alarm - add 2 strobes, 2 (e) strobes are being relocated. ref 201801037734 maher na",complete,03/19/2018 01:08:23 PM,03/05/2018 07:35:42 AM,03/05/2018 08:35:54 AM,03/19/2018 01:08:23 PM,,,30,30,,Y,1200,1200,office,,office,,2,,"B,M,S-2","B,M,S-2",1,constr type 1,1,constr type 1,,03/05/2018 08:34:42 AM,in-house,N,Y,3,Financial District/South Beach,94111,POINT (-122.398474378 37.794798933),parcel_centroid,149921163348,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201805038082,8,otc alterations permit,05/03/2018,3717,021,150,,Spear,St,,,"fa ti on 18th fl: suite 1850 - adding (3) strobes, (12) speaker strobes, demo existing fa devices as shown on drawings. ref ti #201802232158. maher na",complete,07/09/2018 03:39:09 PM,05/03/2018 10:06:18 AM,05/03/2018 12:17:06 PM,07/09/2018 03:39:09 PM,,,18,18,,Y,6500,6500,office,0,office,0,2,,B,B,1,constr type 1,1,constr type 1,,05/03/2018 12:13:09 PM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.393616 37.79175),eas_address_point,1506654164642,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201803153700,8,otc alterations permit,03/15/2018,3760,027,475,,06th,St,,,"remove all previous floor finishes sown to (e) slab. demo rough opening for ne construction. remove non load bearing walls, ceiling, fixtures, lighting and equip. remove door and trim  maher na ref 201802272276  demo only permit - ab-017",issued,08/15/2018 11:45:09 AM,03/15/2018 07:51:02 AM,08/15/2018 11:45:09 AM,,,,2,2,,,15000,15000,"warehouse,no frnitur",,"warehouse,no frnitur",,2,,B,B,5,wood frame (5),5,wood frame (5),,08/15/2018 11:39:34 AM,in-house,N,Y,6,South of Market,94103,POINT (-122.4026 37.776577),eas_address_point,1500519166521,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201805240115,8,otc alterations permit,05/24/2018,3720,009,415,,Mission,St,,,45th flr - mechanical and electrical elevator corridor. ref 201805148993  maher na,issued,05/24/2018 03:38:18 PM,05/24/2018 01:44:01 PM,05/24/2018 03:38:18 PM,,,,63,63,,,55000,55000,office,,office,,2,,"B,M,S-2","B,M,S-2",1,constr type 1,1,constr type 1,,05/24/2018 03:33:12 PM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.397095 37.789936),eas_address_point,1509454495332,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201801249363,8,otc alterations permit,01/24/2018,3749,062,303,,02nd,St,,,revision to show as built conditions incorrectly shown on ti permit ref 2017-0210-9138  maher na,complete,02/13/2018 08:29:08 AM,01/24/2018 08:58:32 AM,01/24/2018 10:59:52 AM,02/13/2018 08:29:08 AM,,,10,10,,,1,1,office,0,office,0,2,,B,B,1,constr type 1,1,constr type 1,,01/24/2018 10:55:45 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.39557 37.785294),eas_address_point,1494604347172,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201802232167,8,otc alterations permit,02/23/2018,0807,010,580,,Hayes,St,,,"modify fire alarm & 2 way communication system issued under 201312093685 s4, add smoke det, exhause fan monitor at emergency power /battery storage rm, add contact for controlled access security door release, relocate 2 way communi device at roof level due to conflict w fire sprinkler hose valve",complete,05/30/2018 11:58:41 AM,02/23/2018 03:27:29 PM,03/01/2018 10:33:19 AM,05/30/2018 11:58:41 AM,,,,5,,Y,1,5000,vacant lot,,apartments,29,2,,NA,"R-2,B,M,S-2",,,1,constr type 1,,02/28/2018 03:04:54 PM,in-house,N,Y,5,Hayes Valley,94102,POINT (-122.425934 37.776646),eas_address_point,149833282001,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201805240072,4,sign - erect,05/24/2018,0014,001,250,,Beach,St,,,install 1 non electric double faced projecting sign - big bus maher na,issued,06/14/2018 04:34:19 PM,05/24/2018 11:32:30 AM,06/14/2018 04:34:19 PM,,,,4,,,,1600,500,retail sales,250,,,2,,"M,A-2,R-2",,1,constr type 1,,,,06/14/2018 03:59:46 PM,in-house,N,Y,3,North Beach,94133,POINT (-122.41325 37.808052),eas_address_point,1509402230553,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201803052779,8,otc alterations permit,03/05/2018,3573,104,2169,,Folsom,St,,M305,"unit 305: remove existing roofing (deck). flat roof, install 1/4 nonprime dens deck & 60 mil ib roof system, remove/reinstall siding and new stucco siding at exterior & nonstucco on side of roof deck railing to match existing. new deck.  maher ord 155-13 na",issued,03/15/2018 12:23:43 PM,03/05/2018 08:13:07 AM,03/15/2018 12:23:43 PM,,,,4,4,,,18300,18300,artist live/work,16,artist live/work,16,0,,"R-2,B","R-2,B",5,wood frame (5),5,wood frame (5),,03/15/2018 10:20:43 AM,in-house,N,Y,9,Mission,94110,POINT (-122.41482 37.7628),eas_address_point,1500572496457,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
